Bigram,Frequência
"('link', 'httpsmusicstofelipedevicente')",1
"('httpsmusicstofelipedevicente', 'art')",1
"('art', 'cover')",1
"('cover', 'by')",1
"('the', 'artist')",1
"('artist', 'felipe')",1
"('vicente', 'music')",1
"('music', 'electronic')",1
"('electronic', 'electronicmusic')",1
"('electronicmusic', 'electronica')",1
"('electronica', 'art')",1
"('art', 'felipedevicente')",1
"('felipedevicente', 'earworm')",1
"('earworm', 'basslines')",1
"('basslines', 'lay')",1
"('lay', 'the')",1
"('the', 'foundation')",1
"('foundation', 'for')",1
"('for', 'these')",1
"('these', 'nostalgia')",1
"('nostalgia', 'tinged')",1
"('tinged', 'party')",1
"('party', 'starters')",1
"('starters', 'first')",1
"('of', 'had')",1
"('to', 'make')",1
"('make', 'it')",1
"('it', 'large')",1
"('large', 'hope')",1
"('you', 'enjoy')",1
"('enjoy', 'soundcloud')",1
"('soundcloud', 'httpssoundcloudcommyriasmusic')",1
"('httpssoundcloudcommyriasmusic', 'instagram')",1
"('instagram', 'httpswwwinstagramcommyriasmusic')",1
"('httpswwwinstagramcommyriasmusic', 'facebook')",1
"('facebook', 'httpswwwfacebookcommyriasmusic')",1
"('httpswwwfacebookcommyriasmusic', 'twitter')",1
"('twitter', 'httpstwittercommyriasmusic')",1
"('httpstwittercommyriasmusic', 'spotify')",1
"('spotify', 'httpsopenspotifycomartistrarhkjffqwjfsgjqqqs')",1
"('httpsopenspotifycomartistrarhkjffqwjfsgjqqqs', 'would')",1
"('would', 'you')",1
"('you', 'believe')",1
"('believe', 'this')",1
"('this', 'was')",1
"('was', 'drawn')",1
"('drawn', 'on')",1
"('a', 'square')",1
"('square', 'sticky')",1
"('sticky', 'note')",1
"('note', 'with')",1
"('with', 'graph')",1
"('graph', 'lines')",1
"('lines', 'on')",1
"('on', 'it')",1
"('it', 'wwwsoundcloudcomrotten')",1
"('wwwsoundcloudcomrotten', 'dubs')",1
"('dubs', 'httpsopenspotifycomartistxikvjwhsxopaufivizsisxcvq')",1
"('httpsopenspotifycomartistxikvjwhsxopaufivizsisxcvq', 'tgpzqyea')",1
"('tgpzqyea', 'wwwinstagramcomrottendubs')",1
"('wwwinstagramcomrottendubs', 'wwwxcomrottendubs')",1
"('wwwxcomrottendubs', 'wwwfacebookcomrottendubs')",1
"('wwwfacebookcomrottendubs', 'wwwsoundcloudcomaspirehighermusic')",1
"('wwwyoutubecomaspirehigherpa', 'uk')",1
"('uk', 'beatmaker')",1
"('beatmaker', 'mr')",1
"('mr', 'slipz')",1
"('slipz', 'delivers')",1
"('the', 'newest')",1
"('newest', 'remix')",1
"('remix', 'for')",1
"('for', 'psalm')",1
"('trees', 'alexander')",1
"('alexander', 'light')",1
"('light', 'of')",1
"('of', 'world')",1
"('world', 'is')",1
"('is', 'off')",1
"('off', 'their')",1
"('their', 'recent')",1
"('recent', 'jazz')",1
"('jazz', 'album')",1
"('album', 'spirit')",1
"('spirit', 'of')",1
"('of', 'naima')",1
"('naima', 'this')",1
"('this', 'lofi')",1
"('lofi', 'instrumental')",1
"('beat', 'is')",1
"('is', 'equal')",1
"('equal', 'parts')",1
"('parts', 'hip')",1
"('hop', 'and')",1
"('and', 'lounge')",1
"('lounge', 'jazz')",1
"('jazz', 'downtempo')",1
"('downtempo', 'yet')",1
"('yet', 'upbeat')",1
"('upbeat', 'the')",1
"('the', 'guiding')",1
"('guiding', 'rhodes')",1
"('rhodes', 'keys')",1
"('keys', 'and')",1
"('and', 'the')",1
"('the', 'violins')",1
"('violins', 'steal')",1
"('steal', 'the')",1
"('the', 'show')",1
"('show', 'as')",1
"('as', 'they')",1
"('they', 'should')",1
"('should', 'psalm')",1
"('trees', 'from')",1
"('from', 'scratch')",1
"('scratch', 'remixed')",1
"('remixed', 'releases')",1
"('releases', 'on')",1
"('february', 'th')",1
"('th', 'subscribe')",1
"('infochakrarecordscom', 'freestyle')",1
"('freestyle', 'on')",1
"('the', 'beat')",1
"('beat', 'yo')",1
"('yo', 'dreameater')",1
"('dreameater', 'talkboxsynthdrumpadguitar')",1
"('talkboxsynthdrumpadguitar', 'cover')",1
"('of', 'cosmograph')",1
"('cosmograph', 'i')",1
"('i', 'feel')",1
"('feel', 'so')",1
"('so', 'alive')",1
"('alive', 'from')",1
"('from', 'the')",1
"('the', 'nikke')",1
"('nikke', 'goddess')",1
"('goddess', 'of')",1
"('of', 'victory')",1
"('victory', 'ost')",1
"('ost', 'my')",1
"('my', 'submission')",1
"('submission', 'for')",1
"('the', 'nd')",1
"('nd', 'anniversary')",1
"('anniversary', 'global')",1
"('global', 'creators')",1
"('creators', 'contest')",1
"('contest', 'the')",1
"('the', 'day')",1
"('day', 'this')",1
"('this', 'track')",1
"('track', 'hit')",1
"('hit', 'the')",1
"('the', 'cash')",1
"('cash', 'store')",1
"('store', 'in')",1
"('in', 'game')",1
"('game', 'i')",1
"('i', 'knew')",1
"('knew', 'i')",1
"('i', 'needed')",1
"('needed', 'to')",1
"('do', 'a')",1
"('a', 'cover')",1
"('cover', 'version')",1
"('version', 'the')",1
"('the', 'vocals')",1
"('vocals', 'in')",1
"('original', 'have')",1
"('have', 'such')",1
"('a', 'cool')",1
"('cool', 'vibe')",1
"('vibe', 'and')",1
"('i', 'really')",1
"('really', 'wanted')",1
"('to', 'bring')",1
"('bring', 'my')",1
"('my', 'own')",1
"('own', 'flavor')",1
"('flavor', 'to')",1
"('to', 'them')",1
"('them', 'thanks')",1
"('thanks', 'so')",1
"('much', 'for')",1
"('the', 'opportunity')",1
"('opportunity', 'nikke')",1
"('nikke', 'team')",1
"('team', 'and')",1
"('and', 'to')",1
"('to', 'cosmograph')",1
"('cosmograph', 'for')",1
"('for', 'continually')",1
"('continually', 'being')",1
"('being', 'a')",1
"('a', 'source')",1
"('source', 'of')",1
"('of', 'inspiration')",1
"('inspiration', 'visualizer')",1
"('visualizer', 'on')",1
"('on', 'youtube')",1
"('youtube', 'httpswwwyoutubecomwatchvphn')",1
"('httpswwwyoutubecomwatchvphn', 'vbepqqw')",1
"('vbepqqw', 'nikke')",1
"('nikke', 'website')",1
"('website', 'httpsnikke')",1
"('httpsnikke', 'encom')",1
"('encom', 'original')",1
"('original', 'image')",1
"('image', 'of')",1
"('of', 'cinderella')",1
"('cinderella', 'done')",1
"('done', 'by')",1
"('by', 'httpsxcomcinderellaswordstatus')",1
"('httpsxcomcinderellaswordstatus', 'source')",1
"('source', 'on')",1
"('on', 'pixiv')",1
"('pixiv', 'httpswwwpixivnetenusers')",1
"('httpswwwpixivnetenusers', 'wwwsoundcloudcomkaynected')",1
"('wwwsoundcloudcomkaynected', 'httpsopenspotifycomartistisfcshihbaejquzsikkbaczfvshqidicwuntg')",1
"('httpsopenspotifycomartistisfcshihbaejquzsikkbaczfvshqidicwuntg', 'wwwkaynectedbandcampcom')",1
"('wwwkaynectedbandcampcom', 'wwwkaynectedonline')",1
"('wwwkaynectedonline', 'wwwinstagramcomkaynected')",1
"('wwwinstagramcomkaynected', 'wwwfacebookcomkayelkay')",1
"('wwwfacebookcomkayelkay', 'wwwsoundcloudcomdeftdesign')",1
"('wwwsoundcloudcomdeftdesign', 'httpsopenspotifycomartistwdcojhazqakdiysfqjsiojuxfubtfqv')",1
"('httpsopenspotifycomartistwdcojhazqakdiysfqjsiojuxfubtfqv', 'gbredgg')",1
"('gbredgg', 'wwwinstagramcomhenrydeftdesign')",1
"('wwwinstagramcomhenrydeftdesign', 'wwwxcomdeftdesign')",1
"('wwwxcomdeftdesign', 'wwwfacebookcomprofilephpid')",1
"('wwwfacebookcomprofilephpid', 'wwwsoundcloudcomaspirehighermusic')",1
"('wwwyoutubecomaspirehigherpa', 'audius')",1
"('audius', 'exclusive')",1
"('exclusive', 'earn')",1
"('records', 'httpswwwcooprecordsxyzatriptalking')",1
"('httpswwwcooprecordsxyzatriptalking', 'too')",1
"('too', 'much')",1
"('much', 'atrip')",1
"('atrip', 'vip')",1
"('vip', 'feat')",1
"('feat', 'bawo')",1
"('bawo', 'rothlis')",1
"('rothlis', 'ig')",1
"('ig', 'httpswwwinstagramcomaryadubzprofilecardigshmwtjyzjrzgsawtmbw')",1
"('httpswwwinstagramcomaryadubzprofilecardigshmwtjyzjrzgsawtmbw', 'twitter')",1
"('twitter', 'httpstwittercomaryadubzs')",1
"('httpstwittercomaryadubzs', 'facebook')",1
"('facebook', 'httpsmfacebookcomatlaryatsidsourceresult')",1
"('httpsmfacebookcomatlaryatsidsourceresult', 'soundcloud')",1
"('soundcloud', 'httpssoundcloudcomaryadubzrefclipboardpic')",1
"('httpssoundcloudcomaryadubzrefclipboardpic', 'spotify')",1
"('spotify', 'httpsopenspotifycomartistbyqgyuwfzwhvatdnlbsignhucspgdodnsgagwg')",1
"('httpsopenspotifycomartistbyqgyuwfzwhvatdnlbsignhucspgdodnsgagwg', 'linktree')",1
"('linktree', 'httpslinktreeatlaryautmsourcelinktreeprofileshareltsidaea')",1
"('httpslinktreeatlaryautmsourcelinktreeprofileshareltsidaea', 'dad')",1
"('dad', 'c')",1
"('c', 'b')",1
"('b', 'cecb')",1
"('cecb', 'miss')",1
"('miss', 'u')",1
"('u', 'love')",1
"('love', 'u')",1
"('u', 'forever')",1
"('forever', 'streamdl')",1
"('streamdl', 'httpsdistrokidcomhyperfollowellensevenlast')",1
"('httpsdistrokidcomhyperfollowellensevenlast', 'seaside')",1
"('seaside', 'follow')",1
"('follow', 'ellenseven')",1
"('ellenseven', 'instagramcomellenseven')",1
"('instagramcomellenseven', 'audiuscoellenseven')",1
"('audiuscoellenseven', 'follow')",1
"('follow', 'machoq')",1
"('machoq', 'instagramcommachoqwav')",1
"('instagramcommachoqwav', 'audiuscomachoqwav')",1
"('audiuscomachoqwav', 'artwork')",1
"('artwork', 'by')",1
"('by', 'audiuscohauldaen')",1
"('audiuscohauldaen', 'flipped')",1
"('flipped', 'an')",1
"('an', 'old')",1
"('old', 'favorite')",1
"('favorite', 'when')",1
"('when', 'ill')",1
"('ill', 'fleet')",1
"('fleet', 'opened')",1
"('opened', 'for')",1
"('for', 'just')",1
"('just', 'john')",1
"('john', 'at')",1
"('at', 'produce')",1
"('produce', 'row')",1
"('row', 'couch')",1
"('follow', 'very')",1
"('very', 'yes')",1
"('yes', 'linktreeveryyes')",1
"('linktreeveryyes', 'im')",1
"('im', 'reaching')",1
"('reaching', 'fingertips')",1
"('fingertips', 'up')",1
"('the', 'sky')",1
"('sky', 'wish')",1
"('could', 'still')",1
"('still', 'believe')",1
"('believe', 'a')",1
"('a', 'reason')",1
"('reason', 'why')",1
"('why', 'be')",1
"('be', 'honest')",1
"('honest', 'do')",1
"('do', 'i')",1
"('i', 'look')",1
"('look', 'like')",1
"('like', 'i')",1
"('i', 'know')",1
"('know', 'myself')",1
"('myself', 'these')",1
"('these', 'blurring')",1
"('blurring', 'edges')",1
"('edges', 'dont')",1
"('dont', 'know')",1
"('know', 'just')",1
"('just', 'when')",1
"('when', 'it')",1
"('all', 'fell')",1
"('fell', 'just')",1
"('me', 'forgetting')",1
"('forgetting', 'i')",1
"('love', 'i')",1
"('love', 'forgive')",1
"('me', 'forgive')",1
"('me', 'numb')",1
"('numb', 'this')",1
"('is', 'how')",1
"('how', 'it')",1
"('it', 'feels')",1
"('feels', 'to')",1
"('to', 'close')",1
"('close', 'down')",1
"('down', 'uncover')",1
"('uncover', 'these')",1
"('these', 'fractures')",1
"('fractures', 'leading')",1
"('leading', 'to')",1
"('the', 'core')",1
"('core', 'in')",1
"('in', 'flashes')",1
"('flashes', 'in')",1
"('in', 'pieces')",1
"('pieces', 'remembering')",1
"('remembering', 'more')",1
"('more', 'just')",1
"('me', 'thanks')",1
"('the', 'make')",1
"('believe', 'those')",1
"('those', 'rosy')",1
"('rosy', 'heights')",1
"('heights', 'we')",1
"('we', 'could')",1
"('could', 'achieve')",1
"('achieve', 'in')",1
"('in', 'our')",1
"('our', 'future')",1
"('life', 'in')",1
"('in', 'this')",1
"('this', 'future')",1
"('life', 'thanks')",1
"('the', 'hopes')",1
"('hopes', 'and')",1
"('and', 'dreams')",1
"('dreams', 'but')",1
"('but', 'now')",1
"('now', 'im')",1
"('im', 'done')",1
"('done', 'with')",1
"('with', 'make')",1
"('believe', 'dream')",1
"('dream', 'on')",1
"('on', 'while')",1
"('while', 'slowly')",1
"('slowly', 'everything')",1
"('everything', 'is')",1
"('is', 'gone')",1
"('gone', 'listen')",1
"('to', 'eyezic')",1
"('eyezic', 'low')",1
"('low', 'mileage')",1
"('mileage', 'heaven')",1
"('heaven', 'bitbirdffmtoheavenszb')",1
"('bitbirdffmtoheavenszb', 'listen')",1
"('bitbirdffmtoreleasesszb', 'chenda')",1
"('chenda', 'sadbois')",1
"('sadbois', 'wont')",1
"('again', 'fg')",1
"('fg', 'out')",1
"('now', 'on')",1
"('on', 'future')",1
"('future', 'generation')",1
"('generation', 'a')",1
"('a', 'division')",1
"('division', 'of')",1
"('of', 'tnc')",1
"('tnc', 'music')",1
"('music', 'ltd')",1
"('ltd', 'streamdownload')",1
"('streamdownload', 'tnctofg')",1
"('tnctofg', 'pioneering')",1
"('pioneering', 'the')",1
"('the', 'rocktronic')",1
"('rocktronic', 'genre')",1
"('genre', 'the')",1
"('the', 'us')",1
"('us', 'trio')",1
"('trio', 'sadbois')",1
"('sadbois', 'and')",1
"('and', 'chenda')",1
"('chenda', 'team')",1
"('team', 'up')",1
"('up', 'for')",1
"('for', 'a')",1
"('a', 'crossover')",1
"('crossover', 'pop')",1
"('pop', 'rock')",1
"('rock', 'versus')",1
"('versus', 'dance')",1
"('dance', 'music')",1
"('music', 'song')",1
"('song', 'wont')",1
"('again', 'the')",1
"('the', 'songs')",1
"('songs', 'emotional')",1
"('emotional', 'vocal')",1
"('vocal', 'work')",1
"('work', 'gets')",1
"('gets', 'combined')",1
"('combined', 'with')",1
"('with', 'a')",1
"('a', 'beautiful')",1
"('beautiful', 'dual')",1
"('dual', 'drop')",1
"('drop', 'featuring')",1
"('featuring', 'both')",1
"('both', 'melodic')",1
"('melodic', 'guitar')",1
"('guitar', 'led')",1
"('led', 'and')",1
"('and', 'heavier')",1
"('heavier', 'bass')",1
"('bass', 'music')",1
"('music', 'parts')",1
"('parts', 'setting')",1
"('setting', 'it')",1
"('it', 'truly')",1
"('truly', 'apart')",1
"('apart', 'from')",1
"('from', 'its')",1
"('its', 'peers')",1
"('peers', 'yo')",1
"('yo', 'happy')",1
"('happy', 'new')",1
"('new', 'year')",1
"('year', 'for')",1
"('for', 'everyone')",1
"('everyone', 'follow')",1
"('me', 'on')",1
"('on', 'instagram')",1
"('instagram', 'httpswwwinstagramcomsuryhavedubz')",1
"('httpswwwinstagramcomsuryhavedubz', 'cryjaxx')",1
"('cryjaxx', 'gimme')",1
"('that', 'cover')",1
"('of', 'gimme')",1
"('that', 'by')",1
"('by', 'chris')",1
"('chris', 'brown')",1
"('brown', 'official')",1
"('video', 'httpsyoutubecibaslgpma')",1
"('httpsyoutubecibaslgpma', 'stream')",1
"('stream', 'download')",1
"('download', 'httpshypedditcomtribalgimmethat')",1
"('httpshypedditcomtribalgimmethat', 'follow')",1
"('httpsitunesusdz', 'gimme')",1
"('that', 'wwwgafaccicom')",1
"('wwwgafaccicom', 'brand')",1
"('brand', 'new')",1
"('new', 'track')",1
"('track', 'for')",1
"('for', 'you')",1
"('you', 'love')",1
"('love', 'ya')",1
"('ya', 'free')",1
"('download', 'extended')",1
"('mix', 'couch')",1
"('follow', 'mouthe')",1
"('mouthe', 'wwwmagicmagiccollectivecommouthe')",1
"('wwwmagicmagiccollectivecommouthe', 'music')",1
"('music', 'with')",1
"('with', 'teeth')",1
"('teeth', 'twitter')",1
"('twitter', 'twittercomlaunchsixmusic')",1
"('twittercomlaunchsixmusic', 'instagram')",1
"('instagram', 'wwwinstagramcomlaunchsixmusic')",1
"('wwwinstagramcomlaunchsixmusic', 'spotify')",1
"('spotify', 'openspotifycomartistddbdnbpjtzedndtsihw')",1
"('openspotifycomartistddbdnbpjtzedndtsihw', 'bandcamp')",1
"('bandcamp', 'launchsixmusicbandcampcom')",1
"('launchsixmusicbandcampcom', 'for')",1
"('more', 'exciting')",1
"('exciting', 'updates')",1
"('updates', 'wwwdombreskycom')",1
"('wwwdombreskycom', 'had')",1
"('had', 'so')",1
"('much', 'fun')",1
"('fun', 'making')",1
"('making', 'this')",1
"('this', 'with')",1
"('with', 'my')",1
"('my', 'homie')",1
"('homie', 'blookah')",1
"('blookah', 'enjoy')",1
"('enjoy', 'nightfall')",1
"('nightfall', 'release')",1
"('release', 'date')",1
"('date', 'another')",1
"('another', 'mix')",1
"('mix', 'and')",1
"('and', 'edit')",1
"('edit', 'by')",1
"('the', 'blade')",1
"('blade', 'rocket')",1
"('rocket', 'science')",1
"('science', 'cypher')",1
"('cypher', 'this')",1
"('one', 'has')",1
"('has', 'been')",1
"('been', 'in')",1
"('the', 'vault')",1
"('vault', 'since')",1
"('since', 'last')",1
"('last', 'years')",1
"('years', 'showcase')",1
"('showcase', 'excited')",1
"('excited', 'to')",1
"('to', 'finally')",1
"('finally', 'drop')",1
"('drop', 'it')",1
"('it', 'for')",1
"('for', 'yall')",1
"('yall', 'here')",1
"('here', 'is')",1
"('a', 'little')",1
"('little', 'taste')",1
"('taste', 'of')",1
"('of', 'what')",1
"('what', 'my')",1
"('my', 'friend')",1
"('friend', 'baris')",1
"('baris', 'and')",1
"('i', 'have')",1
"('have', 'been')",1
"('been', 'working')",1
"('working', 'on')",1
"('on', 'its')",1
"('its', 'still')",1
"('still', 'in')",1
"('in', 'demo')",1
"('demo', 'mode')",1
"('mode', 'but')",1
"('but', 'we')",1
"('we', 'are')",1
"('are', 'making')",1
"('making', 'good')",1
"('good', 'progress')",1
"('progress', 'let')",1
"('let', 'us')",1
"('us', 'know')",1
"('know', 'what')",1
"('what', 'you')",1
"('think', 'in')",1
"('the', 'comments')",1
"('comments', 'only')",1
"('only', 'on')",1
"('on', 'audius')",1
"('audius', 'support')",1
"('support', 'ephexbass')",1
"('ephexbass', 'soundcloud')",1
"('soundcloud', 'httpssoundcloudcomephexbasswakeru')",1
"('httpssoundcloudcomephexbasswakeru', 'instagram')",1
"('instagram', 'wwwinstagramcomephexbass')",1
"('wwwinstagramcomephexbass', 'spotify')",1
"('spotify', 'openspotifycomartistdsncjhoxxtuxcppkusizbumhxfdreflnktucfhg')",1
"('openspotifycomartistdsncjhoxxtuxcppkusizbumhxfdreflnktucfhg', 'buy')",1
"('buy', 'httpssweetsoundscollectivebandcampcomtrackmind')",1
"('httpssweetsoundscollectivebandcampcomtrackmind', 'garden')",1
"('garden', 'music')",1
"('music', 'xenotypebass')",1
"('xenotypebass', 'art')",1
"('art', 'dylanevansdesign')",1
"('dylanevansdesign', 'xenotype')",1
"('xenotype', 'wwwinstagramcomxenotypebass')",1
"('wwwinstagramcomxenotypebass', 'follow')",1
"('us', 'to')",1
"('to', 'stay')",1
"('stay', 'up')",1
"('to', 'date')",1
"('date', 'on')",1
"('on', 'all')",1
"('all', 'things')",1
"('things', 'sweet')",1
"('sweet', 'soundcloud')",1
"('soundcloud', 'sweetsoundscollective')",1
"('sweetsoundscollective', 'instagram')",1
"('instagram', 'instagramcomwearesweetsounds')",1
"('instagramcomwearesweetsounds', 'twitter')",1
"('twitter', 'xcomsweetsoundsco')",1
"('xcomsweetsoundsco', 'stream')",1
"('stream', 'or')",1
"('or', 'download')",1
"('download', 'on')",1
"('on', 'your')",1
"('your', 'platform')",1
"('platform', 'of')",1
"('of', 'choice')",1
"('choice', 'httpsgomeaningwavecommaybe')",1
"('httpsgomeaningwavecommaybe', 'produced')",1
"('produced', 'arranged')",1
"('arranged', 'composed')",1
"('composed', 'and')",1
"('and', 'performed')",1
"('performed', 'by')",1
"('don', 'in')",1
"('in', 'dspdc')",1
"('dspdc', 'mexico')",1
"('mexico', 'vocals')",1
"('by', 'alan')",1
"('watts', 'akira')",1
"('don', 'additional')",1
"('additional', 'vocals')",1
"('the', 'ituno')",1
"('ituno', 'gospel')",1
"('gospel', 'choir')",1
"('choir', 'guitars')",1
"('guitars', 'by')",1
"('by', 'francesco')",1
"('francesco', 'mixed')",1
"('mixed', 'and')",1
"('and', 'mastered')",1
"('by', 'james')",1
"('james', 'millar')",1
"('millar', 'akira')",1
"('don', 'art')",1
"('don', 'vocal')",1
"('vocal', 'sample')",1
"('sample', 'courtesy')",1
"('courtesy', 'of')",1
"('of', 'alan')",1
"('watts', 'org')",1
"('org', 'used')",1
"('used', 'with')",1
"('with', 'permission')",1
"('permission', 'wwwalanwattsorg')",1
"('wwwalanwattsorg', 'cryjaxx')",1
"('cryjaxx', 'fen')",1
"('fen', 'cover')",1
"('of', 'fen')",1
"('fen', 'by')",1
"('by', 'travis')",1
"('travis', 'scott')",1
"('scott', 'playboi')",1
"('playboi', 'carti')",1
"('carti', 'official')",1
"('video', 'httpsyoutubepijtfekbo')",1
"('httpsyoutubepijtfekbo', 'follow')",1
"('httpsitunesusdz', 'follow')",1
"('follow', 'lucymalfroy')",1
"('lucymalfroy', 'httpsinstagramcomlucymalfroy')",1
"('httpsinstagramcomlucymalfroy', 'httpsyoutubecomlucymalfroy')",1
"('httpsyoutubecomlucymalfroy', 'httpstiktokcomlucymalfroy')",1
"('httpstiktokcomlucymalfroy', 'httpsxcomlucymalfroy')",1
"('httpsxcomlucymalfroy', 'fen')",1
"('fen', 'heres')",1
"('heres', 'our')",1
"('our', 'remix')",1
"('of', 'avaions')",1
"('avaions', 'absolute')",1
"('absolute', 'banger')",1
"('banger', 'wacuka')",1
"('wacuka', 'hope')",1
"('guys', 'like')",1
"('like', 'it')",1
"('it', 'extended')",1
"('mix', 'available')",1
"('available', 'as')",1
"('a', 'free')",1
"('download', 'original')",1
"('original', 'by')",1
"('by', 'aap')",1
"('aap', 'rocky')",1
"('rocky', 'jessica')",1
"('jessica', 'pratt')",1
"('pratt', 'streamdownload')",1
"('streamdownload', 'httpsfanlinktvremixtape')",1
"('httpsfanlinktvremixtape', 'earn')",1
"('records', 'httpswwwcooprecordsxyzrovatake')",1
"('httpswwwcooprecordsxyzrovatake', 'me')",1
"('me', 'higher')",1
"('higher', 'wwwsoundcloudcombwompster')",1
"('wwwsoundcloudcombwompster', 'httpsopenspotifycomartistwzgmrorbfohjkzksijrvsypqtzcumyejma')",1
"('httpsopenspotifycomartistwzgmrorbfohjkzksijrvsypqtzcumyejma', 'wwwinstagramcombwompster')",1
"('wwwinstagramcombwompster', 'wwwxcombwompster')",1
"('wwwxcombwompster', 'wwwfacebookcombwompster')",1
"('wwwfacebookcombwompster', 'wwwsoundcloudcomshawnwho')",1
"('wwwsoundcloudcomshawnwho', 'httpsopenspotifycomartistpdhkjoudstiudbrsiew')",1
"('httpsopenspotifycomartistpdhkjoudstiudbrsiew', 'hdoptcgqwk')",1
"('hdoptcgqwk', 'sjfzkq')",1
"('sjfzkq', 'wwwinstagramcomshawnwho')",1
"('wwwinstagramcomshawnwho', 'wwwfacebookcomshawnwho')",1
"('wwwfacebookcomshawnwho', 'wwwlinktreeaspirehigher')",1
